"product id","product title","product urls"
43,"Tecno Pop 5 LTE(Turquoise Cyan 2GB RAM, 32GB Storage)| 8MP Dual Camera | Face Unlock","[['https://www.amazon.in/Tecno-5000mAh-Camera-Splash-Resistant/dp/B09PRDHRKV'], ['https://www.flipkart.com/tecno-pop-5-lte-ice-blue-32-gb/p/itm93fbf276fa013'], ['https://www.flipkart.com/covernew-flip-cover-tecno-bd4i-pop-5-lte/p/itm39a77345325ca']]"
44,"realme narzo 50i (Mint Green, 4GB RAM+64GB Storage) - with No Cost EMI/Additional Exchange Offers","[['https://www.amazon.in/realme-2021-Storage-Medium-RMX3231/dp/B09G69ZB2B'], ['https://www.amazon.in/Renewed-realme-Storage-Medium-RMX3231/dp/B09LM9PKBY']]"
45,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","[['https://www.samsung.com/in/smartphones/galaxy-m/galaxy-m13-green-64gb-sm-m135flgpins/'], ['https://www.flipkart.com/samsung-galaxy-m13-aqua-green-64-gb/p/itmf8992660986e8'], ['https://www.amazon.in/Samsung-Galaxy-Storage-6000mAh-Battery/dp/B0B4F2TTTS'], ['https://www.samsung.com/levant/smartphones/galaxy-m/galaxy-m13-light-blue-128gb-sm-m135flbgmeb/']]"
46,"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",[['https://www.flipkart.com/oppo-a74-5g-black-fluid-black-128-gb/p/itm93519bec12f5e']]
47,"Redmi Note 11T 5G (Stardust White, 8GB RAM, 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers| Get 2 Months of YouTube Premium Free!","[['https://www.mi.com/in/product/redmi-note-11t-5g/'], ['https://www.amazon.in/Redmi-Note-11T-5G-Dimensity/dp/B09LHX1YFX']]"
50,realme narzo 50i Prime (Mint Green 3GB RAM+32GB Storage) Octa-core Processor | 5000 mAh Battery,"[['https://www.amazon.in/realme-Storage-Octa-core-Processor-Battery/dp/B0BBM7L888'], ['https://www.flipkart.com/realme-narzo-50i-prime-dark-blue-32-gb/p/itmc04e130e013e0'], ['https://www.flipkart.com/indicraft-back-cover-realme-narzo-50i-prime-rmx3506-gun-pistol-army-weapon-revolver-military/p/itm42db80daf3876']]"
52,"Samsung Galaxy S20 FE 5G (Cloud Mint, 8GB RAM, 128GB Storage)","[['https://www.vijaysales.com/samsung-galaxy-s20-fe-5g-8-gb-ram-128-gb-storage-cloud-mint/16381'], ['https://www.flipkart.com/paystore-back-cover-samsung-galaxy-s20-fe-sm-g781bzggins/p/itmff497476a4546']]"
53,"realme narzo 50A Prime (Flash Blue, 4GB RAM+128GB Storage) FHD+ Display | 50MP AI Triple Camera (No Charger Variant) | Flat 3000 Off","[['https://www.flipkart.com/primelike-back-cover-realme-narzo-50a-prime-rmx3516/p/itm508b1a9fc9f6e'], ['https://www.flipkart.com/realme-narzo-50a-prime-flash-black-64-gb/p/itme4d0057655986']]"
55,"iQOO Z6 Lite 5G (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | Best in-Segment 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately","[['https://www.amazon.in/iQOO-Stellar-Snapdragon-Purchased-Separately/dp/B07WHSCG2C'], ['https://www.amazon.in/iQOO-Stellar-Snapdragon-Purchased-Separately/dp/B07WHSCG2C'], ['https://www.flipkart.com/mobart-tempered-glass-guard-vivo-iqoo-z6-lite-5g-i2208-flexible-shatterproof/p/itm3babacf3ef0a7'], ['https://www.flipkart.com/cs-back-cover-iqoo-z6-lite-5g-i2208/p/itmad3f1a193f063']]"
56,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,[]
59,"iQOO Z6 44W (Raven Black, 6GB RAM, 128GB Storage)",[]
63,"iQOO vivo Z5 5G (Arctic Dawn, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G Processor | 5000mAh Battery | 44W FlashCharge",[['https://www.flipkart.com/iqoo-z5-5g-arctic-dawn-256-gb/p/itm573f8a47a7b2b']]
65,"Samsung Galaxy M33 5G (Mystique Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","[['https://www.flipkart.com/samsung-galaxy-m33-5g-mystique-green-128-gb/p/itme4ec54aec3acc'], ['https://www.amazon.in/METOO-Samsung-SM-M336BZGPINS-Mobile-Printed/dp/B0B89ZJ6MC']]"
158,"Samsung Galaxy M53 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",[['https://www.flipkart.com/samsung-m53-5g-deep-ocean-blue-128-gb/p/itm3697f79186ecc']]
159,"Saregama Carvaan Mobile Keypad Phone M21 with Dual Sim, 2.4 Inch Screen, 1500 Pre-Loaded Songs, 2500 mAh Battery, 2 GB Free Memory, FM, Bluetooth, Rear VGA Camera (Emerald Green)",[]
160,"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!","[['https://www.mi.com/in/product/redmi-note-11t-5g/'], ['https://www.amazon.in/Redmi-Note-11T-5G-Dimensity/dp/B09LHX1YFX']]"
163,"realme narzo 50 (Speed Blue, 6GB RAM+128GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display","[['https://www.amazon.in/realme-Storage-Processor-Triple-Display/dp/B09RMG1M98'], ['https://www.flipkart.com/coverage-back-cover-realme-rmx3286-narzo-50/p/itmaff0c74dbfec2']]"
164,"Samsung Galaxy M32 (Light Blue, 4GB RAM, 64GB | FHD+ sAMOLED 90Hz Display | 6000mAh Battery | 64MP Quad Camera",[['https://www.flipkart.com/coverage-back-cover-samsung-m32-4g-sm-m325f/p/itm638008808b08f']]
166,"Redmi Note 11T 5G (Aquamarine Blue, 8GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers| Get 2 Months of YouTube Premium Free!","[['https://www.mi.com/in/product/redmi-note-11t-5g/'], ['https://www.amazon.in/Redmi-Note-11T-5G-Dimensity/dp/B09LHX1YFX']]"
167,"realme narzo 50 (Speed Black, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display","[['https://www.flipkart.com/pickastore-back-cover-realme-narzo-50-rmx3286/p/itmdfc09fb3a2cf1'], ['https://www.amazon.in/realme-Storage-Processor-Triple-Display/dp/B09RMG1M98']]"
168,"realme narzo 50A Prime (Flash Blue, 4GB RAM+64GB Storage) FHD+ Display | 50MP AI Triple Camera (No Charger Variant)","[['https://www.flipkart.com/primelike-back-cover-realme-narzo-50a-prime-rmx3516/p/itm508b1a9fc9f6e'], ['https://www.flipkart.com/realme-narzo-50a-prime-flash-black-64-gb/p/itme4d0057655986']]"
169,"Nokia 5310 Dual SIM Keypad Phone with MP3 Player, Wireless FM Radio and Rear Camera with Flash | White/Red","[['https://www.flipkart.com/nokia-5310-ta-1212-ds/p/itme84c543a43b24'], ['https://www.amazon.in/Nokia-5310-Feature-Player-Wireless/dp/B08BG8L72Q']]"
170,"realme narzo 50A (Oxygen Green, 4GB RAM + 128GB Storage) - with No Cost EMI/Additional Exchange Offers",[['https://www.flipkart.com/paystore-back-cover-realme-narzo-50a-rmx3430/p/itmf935adf5a9502']]
172,"Samsung Galaxy S20 FE 5G (Cloud Lavender, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers","[['https://www.samsung.com/in/business/smartphones/galaxy-s/galaxy-s20-fe-g781-5g-sm-g781blvgins/'], ['https://www.samsung.com/in/smartphones/galaxy-s/galaxy-s20-fe-5g-cloud-lavendar-128gb-sm-g781blvgins/'], ['https://www.flipkart.com/samsung-galaxy-s20-fe-cloud-lavender-128-gb/p/itmf7a90c4a0a0ec'], ['https://www.vijaysales.com/samsung-galaxy-s20-fe-5g-8-gb-ram-128-gb-storage-cloud-lavender/16382']]"
174,"Lava Gem (Blue Gold), Speaker with Amplifier, PMMA 2.5D Glass, Military Grade Certified,1.3 MP Camera, Keypad Mobile",[]
176,"Tecno Spark 9 (Sky Mirror, 6GB RAM, 128GB Storage)| 11GB Expandable RAM | 90Hz Refresh Rate","[['https://www.flipkart.com/tecno-spark-9-sky-mirror-128-gb/p/itm47d5e782cd374'], ['https://www.reliancedigital.in/tecno-spark-9-128gb-6gb-ram-sky-mirror-mobile-phone/p/493177163']]"
177,"Redmi 9 Activ (Coral Green, 6GB RAM, 128GB Storage)","[['https://www.mi.com/in/redmi-9-activ/'], ['https://www.flipkart.com/redmi-9-activ-coral-green-128-gb/p/itmf8e24fc354f15']]"
180,"Redmi 9 Activ (Metallic Purple, 6GB RAM, 128GB Storage)","[['https://www.mi.com/in/redmi-9-activ/'], ['https://www.flipkart.com/redmi-9-activ-coral-green-128-gb/p/itmf8e24fc354f15']]"
182,"Redmi Note 10T 5G (Mint Green, 4GB RAM, 64GB Storage) | Dual5G | 90Hz Adaptive Refresh Rate | MediaTek Dimensity 700 7nm Processor | 22.5W Charger Included","[['https://www.mi.com/in/product/redmi-note-10t-5g/'], ['https://www.flipkart.com/redmi-note-10t-5g-mint-green-128-gb/p/itm9aa44a6740f67'], ['https://www.flipkart.com/redmi-note-10t-5g-chromium-white-64-gb/p/itm3588d0c42256a']]"
184,Micromax Q413 Express 4G Anniversary Edition (Moon Dust Grey),[]
186,"Redmi Note 10T 5G (Metallic Blue, 4GB RAM, 64GB Storage) | Dual 5G | 90Hz Adaptive Refresh Rate | MediaTek Dimensity 700 7nm Processor | 22.5W Charger Included","[['https://www.mi.com/in/product/redmi-note-10t-5g/'], ['https://www.flipkart.com/redmi-note-10t-5g-mint-green-128-gb/p/itm9aa44a6740f67'], ['https://www.flipkart.com/redmi-note-10t-5g-chromium-white-64-gb/p/itm3588d0c42256a']]"
187,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!","[['https://www.mi.com/in/product/redmi-note-11t-5g/'], ['https://www.amazon.in/Redmi-Note-11T-5G-Dimensity/dp/B09LHX1YFX']]"
188,"Tecno Spark 9 (Sky Mirror, 4GB RAM, 64GB Storage)| 7GB Expandable RAM | 90Hz Refresh Rate","[['https://www.flipkart.com/tecno-spark-9-sky-mirror-128-gb/p/itm47d5e782cd374'], ['https://www.reliancedigital.in/tecno-spark-9-128gb-6gb-ram-sky-mirror-mobile-phone/p/493177163']]"
191,"Saregama Carvaan Mobile Keypad Phone M11 with Dual Sim, 1.8 Inch Screen, 1500 pre-Loaded Songs, 1800 mAh Battery, 2 GB Memory, FM, Bluetooth (Emerald Green)",[['https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KDZGVK']]
192,Nokia 105 Single SIM (Black),[]
193,"MOTOROLA e32s (Misty Silver, 3GB RAM 32GB Storage)","[['https://www.flipkart.com/motorola-e32s-misty-silver-32-gb/p/itmafb0a6b7ffa25'], ['https://www.amazon.in/MOTOROLA-e32s-Misty-Silver-Storage/dp/B0B5ZVMSM5'], ['https://www.amazon.in/Renewed-MOTOROLA-Misty-Silver-Storage/dp/B0BGY56H8Z']]"
195,"Forme Peace P4+ 2"" Inch Screen KEYPAD Mobile Voice Changer and Magic Voice System with Soft Keypad","[['https://www.amazon.in/Screen-KEYPAD-Mobile-Changer-System/dp/B0BCXDT3YL'], ['https://p-yo-www-amazon-in-kalias.amazon.in/Mobile-Feature-Camera-Recording-Battery/dp/B0BJJ56Z2N']]"
199,LYF Earth 2 4G LTE Smart Phone (Gold),[]
200,"(Renewed) Asus Zenfone Max Pro M1 ZB601KL-4H070IN (Grey, 4GB RAM, 64GB Storage)","[['https://www.amazon.in/Renewed-Asus-Zenfone-ZB601KL-4H070IN-Storage/dp/B07JP7PLD1'], ['https://www.flipkart.com/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf4hg4bhbbng96'], ['https://www.flipkart.com/adzire-back-cover-asus-zenfone-max-pro-m1-zb601kl-4h070in-zb601kl-4h080in-messi-printed/p/itm51ee1ebedb327'], ['http://www.flipkart.com/asus-zenfone-max-pro-m1-black-64-gb/p/itmf79gxwfs6yt8m']]"
201,"(Renewed) ASUS ZenFone Max M2 (Silver, 32 GB) (3 GB RAM)",[['https://www.amazon.in/Renewed-ASUS-ZenFone-Max-Silver/dp/B0BDVP28TS']]
202,"iQOO Z6 44W (Lumina Blue, 4GB RAM, 128GB Storage)","[['https://www.flipkart.com/iqoo-z6-44w-lumina-blue-128-gb/p/itm17f235215e90a'], ['https://www.amazon.in/iQOO-Storage-Snapdragon-695-6nm-Processor/dp/B07WDKL741']]"
203,NOKIA 110 TA-1434 DS in Cyan,[]
6098,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-64-gb/p/itm583ef432b2b0c'], ['https://www.amazon.in/METOO-Samsung-SM-E135FLBDINS-Butterfly-Designer/dp/B0B85N8H39'], ['https://www.amazon.com/Samsung-SM-A135F-Factory-Unlocked-International/dp/B09YT29CMM'], ['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f13-4gb-ram-awesomeblue-128gb-sm-e135flbgins/buy/']]"
6100,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)(4 GB RAM)",[['https://www.flipkart.com/pickastore-back-cover-samsung-galaxy-f13-sm-e135fzgdins/p/itm5fc2a13714f12']]
6101,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)(6 GB RAM)","[['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f23-light-blue-128gb-storage-6gb-ram-sm-e236blbhins/buy/'], ['https://www.flipkart.com/samsung-galaxy-f23-5g-aqua-blue-128-gb/p/itme54bc0c2292f4'], ['https://www.flipkart.com/paystore-back-cover-samsung-galaxy-f23-5g-sm-e236blbhins/p/itm2d89483b1dc4b'], ['https://www.flipkart.com/samsung-galaxy-f23-5g-aqua-blue-128-gb/p/itme54bc0c2292f4'], ['https://p-y3-www-amazon-in-kalias.amazon.in/METOO-Samsung-SM-E236BLBHINS-Designer-PNG_90/dp/B0B85N8T23']]"
6102,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f13-sunrise-copper-64-gb/p/itm0d8c65ec17621'], ['https://www.amazon.com/Samsung-SM-A135F-Factory-Unlocked-International/dp/B09YT29CMM'], ['https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-64-gb/p/itm583ef432b2b0c']]"
6103,"realme 9i (Prism Blue, 128 GB)(4 GB RAM)",[['https://www.flipkart.com/realme-9i-prism-black-64-gb/p/itm3e9987219f652']]
6104,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)(6 GB RAM)","[['https://www.samsung.com/in/smartphones/galaxy-f/galaxy-f23-deep-green-128gb-storage-6gb-ram-sm-e236bzghins/buy/'], ['https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm4001e68fda319'], ['https://www.amazon.in/Samsung-Storage-Adapter-Purchased-Separately/dp/B0B1F6TQ5Q']]"
6106,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f23-5g-copper-blush-128-gb/p/itm59c8bf3255ef6'], ['https://www.amazon.in/Samsung-Galaxy-F23-Copper-Blush/dp/B0BQN3D72H']]"
6107,Nokia 105 SS(Blue),[]
6109,"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)(4 GB RAM)","[['http://www.flipkart.com/samsung-galaxy-f22-denim-blue-64-gb/p/itmce0a6baf0d54d'], ['https://www.amazon.in/-/hi/SM-E225FLBDINS/dp/B09BK1GTFC']]"
6110,"realme C30 (Bamboo Green, 32 GB)(2 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6111,"realme C30 (Lake Blue, 32 GB)(2 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6112,"realme C30 (Denim Black, 32 GB)(2 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6113,"MOTOROLA e40 (Pink Clay, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/motorola-e40-pink-clay-64-gb/p/itm5d6f2871d1bbf'], ['https://www.flipkart.com/cost-flip-cover-motorola-e40-leather-cover-moto-parl0011in/p/itm26a5d3f1a5643']]"
6114,"Infinix HOT 12 Play (Champagne Gold, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662'], ['https://www.flipkart.com/paystore-back-cover-infinix-hot-12-play-x6816c/p/itm1bdebef88de12']]"
6116,"MOTOROLA e40 (Carbon Gray, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2'], ['https://www.amazon.in/Coverage-Magnetic-Moto-e40-PARL0010IN/dp/B09SDL5FCZ'], ['https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2']]"
6117,"realme C30 (Bamboo Green, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6118,"realme C30 (Denim Black, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6119,"realme C30 (Lake Blue, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059']]
6122,"Infinix HOT 12 Play (Horizon Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662'], ['https://www.flipkart.com/paystore-back-cover-infinix-hot-12-play-x6816c/p/itm1bdebef88de12'], ['https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662']]"
6123,"Infinix HOT 12 Play (Racing Black, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662'], ['https://www.flipkart.com/paystore-back-cover-infinix-hot-12-play-x6816c/p/itm1bdebef88de12']]"
6125,"SAMSUNG Galaxy F22 (Denim Black, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/samsung-galaxy-f22-denim-black-128-gb/p/itm9f921a1b4f96c'], ['https://www.amazon.in/GRAFIQE-Samsung-Galaxy-SM-E225FZKHINS-FREEFIRE/dp/B09P6D5LC2'], ['https://www.amazon.in/GRAFIQE-Cover-Samsung-Galaxy-SM-E225FZKHINS/dp/B09P6BXZVW']]"
6126,"realme C35 (Glowing Black, 64 GB)(4 GB RAM)",[['https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf']]
6127,"REDMI 10 (Pacific Blue, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/paystore-back-cover-redmi-10-mzb0b6oin/p/itmf1d5c91537c93'], ['https://www.croma.com/redmi-10-4gb-ram-64gb-pacific-blue-/p/251040']]"
6128,"MOTOROLA g52 (Metallic White, 128 GB)(6 GB RAM)",[['https://www.flipkart.com/paystore-back-cover-motorola-g52-pau70016in-moto/p/itmc69b5d2531f5c']]
6129,"vivo T1 44W (Starry Sky, 128 GB)(6 GB RAM)",[]
6131,"realme C33 (Sandy Gold, 32 GB)(3 GB RAM)",[['https://www.flipkart.com/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a']]
6134,"OPPO F19 (Midnight Blue, 128 GB)(6 GB RAM)","[['https://www.flipkart.com/oppo-f19-midnight-blue-128-gb/p/itm82f60569dc6db'], ['https://www.amazon.sa/-/en/OPPO-A74Smartphone-CPH2219-Midnight-AMOLED/dp/B091TT75TB'], ['https://www.flipkart.com/oppo-f19-midnight-blue-128-gb/p/itm82f60569dc6db']]"
6135,"REDMI 10 (Midnight Black, 64 GB)(4 GB RAM)",[['https://www.flipkart.com/redmi-10-midnight-black-64-gb/p/itmd93641e4ebb47']]
6136,"vivo T1 5G (Rainbow Fantasy, 128 GB)(6 GB RAM)",[]
6137,"vivo T1 5G (Rainbow Fantasy, 128 GB)(4 GB RAM)",[['https://www.amazon.in/-/hi/Vivo-V2141-vivo-T1-5G/dp/B09V1QK6FD']]
6138,"vivo T1 5G (Starlight Black, 128 GB)(4 GB RAM)",[['https://www.amazon.in/-/hi/Vivo-V2141-vivo-T1-5G/dp/B09V1QK6FD']]
6141,"REDMI 9 Activ (Carbon Black, 64 GB)(4 GB RAM)","[['https://www.flipkart.com/redmi-9-sky-blue-64-gb/p/itm4fb151383983b'], ['https://www.flipkart.com/coverage-back-cover-redmi-9-m2006c3mii/p/itm1a0cf917d5cff'], ['https://www.flipkart.com/redmi-9-sky-blue-64-gb/p/itm4fb151383983b']]"
6142,"realme C35 (Glowing Black, 128 GB)(4 GB RAM)",[['https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf']]
